raceId,constructorId,points,position,positionText,wins
18,red_bull,400,2,2,2
19,red_bull,427,2,2,2
20,red_bull,446,2,2,2
21,red_bull,468,2,2,2
6,mercedes,179,2,2,3
9,mercedes,237,2,2,3
10,mercedes,267,2,2,3
17,red_bull,319,2,2,2
5,mercedes,148,2,2,3
6,mercedes,148,2,2,3
7,mercedes,178,2,2,3
8,mercedes,212,2,2,3
9,mercedes,242,2,2,3
10,mercedes,285,2,2,4
11,red_bull,291,2,2,6
12,red_bull,304,2,2,7
13,red_bull,332,2,2,8
14,red_bull,344,2,2,8
15,red_bull,364,2,2,8
16,red_bull,398,2,2,8
17,red_bull,438,2,2,9
18,red_bull,478,2,2,10
19,red_bull,510,2,2,10
20,red_bull,542,2,2,10
21,red_bull,560,2,2,10
22,red_bull,586,2,2,11
4,red_bull,113,2,2,2
5,red_bull,151,2,2,3
9,ferrari,152,2,2,2
10,ferrari,177,2,2,3
16,ferrari,290,2,2,3
17,ferrari,316,2,2,3
18,ferrari,340,2,2,3
19,ferrari,367,2,2,3
20,ferrari,400,2,2,3
5,ferrari,117,2,2,2
6,ferrari,123,2,2,2
7,ferrari,145,2,2,2
12,ferrari,248,2,2,2
13,ferrari,274,2,2,2
14,ferrari,284,2,2,2
15,ferrari,297,2,2,2
10,ferrari,236,2,2,2
11,ferrari,242,2,2,2
12,ferrari,270,2,2,2
13,ferrari,310,2,2,3
14,ferrari,337,2,2,3
15,ferrari,359,2,2,3
16,ferrari,374,2,2,3
17,ferrari,374,2,2,3
18,ferrari,401,2,2,3
19,ferrari,428,2,2,3
4,ferrari,135,2,2,2
5,ferrari,153,2,2,2
7,ferrari,214,2,2,3
8,ferrari,226,2,2,3
9,ferrari,254,2,2,3
10,ferrari,275,2,2,3
11,ferrari,318,2,2,4
12,ferrari,348,2,2,4
13,ferrari,373,2,2,4
14,ferrari,373,2,2,4
15,ferrari,385,2,2,4
16,ferrari,395,2,2,4
17,ferrari,428,2,2,4
18,ferrari,455,2,2,4
19,ferrari,495,2,2,5
20,ferrari,522,2,2,5
3,ferrari,84,2,2,2
5,ferrari,126,2,2,2
6,ferrari,156,2,2,2
7,ferrari,189,2,2,3
8,ferrari,214,2,2,3
11,ferrari,302,2,2,4
12,ferrari,335,2,2,4
13,ferrari,360,2,2,5
14,ferrari,390,2,2,5
15,ferrari,415,2,2,5
16,ferrari,442,2,2,5
17,ferrari,460,2,2,5
18,ferrari,497,2,2,6
19,ferrari,530,2,2,6
20,ferrari,553,2,2,6
21,ferrari,571,2,2,6
14,ferrari,351,2,2,2
15,ferrari,394,2,2,3
16,ferrari,409,2,2,3
17,ferrari,435,2,2,3
18,ferrari,466,2,2,3
19,ferrari,479,2,2,3
20,ferrari,479,2,2,3
21,ferrari,504,2,2,3
6,ferrari,169,2,2,2
7,ferrari,199,2,2,2
8,ferrari,199,2,2,2
9,ferrari,228,2,2,2
10,ferrari,265,2,2,3
11,ferrari,303,2,2,4
12,ferrari,314,2,2,4
13,ferrari,334,2,2,4
14,ferrari,357,2,2,4
15,ferrari,376,2,2,4
16,ferrari,406,2,2,4
17,ferrari,439,2,2,4
18,ferrari,454,2,2,4
19,ferrari,469,2,2,4
20,ferrari,487,2,2,4
21,ferrari,524,2,2,4
22,ferrari,554,2,2,4
6,red_bull,156,1,1,3
12,red_bull,312,1,1,6
13,red_bull,330,1,1,6
14,red_bull,350,1,1,6
15,red_bull,383,1,1,6
16,red_bull,426,1,1,7
17,red_bull,426,1,1,7
18,red_bull,469,1,1,8
19,red_bull,498,1,1,9
2,red_bull,72,1,1,2
3,red_bull,105,1,1,2
4,red_bull,148,1,1,3
5,red_bull,185,1,1,4
6,red_bull,222,1,1,5
7,red_bull,255,1,1,5
8,red_bull,295,1,1,6
9,red_bull,328,1,1,6
10,red_bull,355,1,1,6
11,red_bull,383,1,1,6
12,red_bull,426,1,1,7
13,red_bull,451,1,1,8
14,red_bull,491,1,1,9
15,red_bull,518,1,1,9
16,red_bull,558,1,1,10
17,red_bull,595,1,1,11
18,red_bull,607,1,1,11
19,red_bull,650,1,1,12
6,red_bull,146,1,1,2
7,red_bull,164,1,1,2
8,red_bull,176,1,1,2
9,red_bull,216,1,1,3
10,red_bull,230,1,1,3
11,red_bull,246,1,1,3
12,red_bull,272,1,1,3
13,red_bull,272,1,1,3
14,red_bull,297,1,1,4
15,red_bull,324,1,1,5
16,red_bull,367,1,1,6
17,red_bull,407,1,1,7
18,red_bull,422,1,1,7
19,red_bull,440,1,1,7
20,red_bull,460,1,1,7
4,red_bull,109,1,1,2
5,red_bull,131,1,1,2
6,red_bull,164,1,1,2
7,red_bull,201,1,1,3
8,red_bull,219,1,1,3
9,red_bull,250,1,1,4
10,red_bull,277,1,1,4
11,red_bull,312,1,1,5
12,red_bull,352,1,1,6
13,red_bull,377,1,1,7
14,red_bull,402,1,1,8
15,red_bull,445,1,1,9
16,red_bull,470,1,1,10
17,red_bull,513,1,1,11
18,red_bull,553,1,1,12
19,red_bull,596,1,1,13
5,red_bull,149,1,1,2
6,red_bull,174,1,1,3
7,red_bull,215,1,1,4
8,red_bull,252,1,1,5
9,red_bull,286,1,1,6
10,red_bull,289,1,1,6
6,red_bull,195,1,1,4
7,red_bull,235,1,1,5
8,red_bull,279,1,1,6
9,red_bull,304,1,1,7
10,red_bull,328,1,1,7
11,red_bull,359,1,1,7
12,red_bull,396,1,1,8
13,red_bull,431,1,1,9
14,red_bull,475,1,1,10
15,red_bull,511,1,1,11
16,red_bull,545,1,1,12
17,red_bull,576,1,1,13
18,red_bull,619,1,1,14
19,red_bull,656,1,1,15
20,red_bull,696,1,1,16
21,red_bull,719,1,1,16
22,red_bull,759,1,1,17
4,mclaren,109,1,1,2
5,mclaren,119,1,1,2
7,mclaren,172,1,1,3
8,mclaren,215,1,1,4
9,mclaren,248,1,1,4
10,mclaren,278,1,1,4
11,mclaren,300,1,1,4
3,ferrari,102,1,1,2
6,ferrari,196,1,1,3
2,ferrari,65,1,1,2
4,ferrari,114,1,1,2
9,ferrari,247,1,1,3
10,ferrari,287,1,1,4
3,ferrari,104,1,1,2
4,ferrari,124,1,1,2
5,ferrari,157,1,1,2
2,mercedes,68,1,1,2
3,mercedes,111,1,1,3
4,mercedes,154,1,1,4
5,mercedes,197,1,1,5
6,mercedes,240,1,1,6
7,mercedes,258,1,1,6
8,mercedes,301,1,1,7
9,mercedes,326,1,1,8
10,mercedes,366,1,1,9
11,mercedes,393,1,1,9
12,mercedes,411,1,1,9
13,mercedes,454,1,1,10
14,mercedes,479,1,1,11
15,mercedes,522,1,1,12
16,mercedes,565,1,1,13
17,mercedes,608,1,1,14
18,mercedes,651,1,1,15
19,mercedes,701,1,1,16
3,mercedes,119,1,1,2
4,mercedes,159,1,1,3
5,mercedes,202,1,1,4
6,mercedes,242,1,1,5
7,mercedes,285,1,1,6
8,mercedes,328,1,1,7
9,mercedes,371,1,1,8
10,mercedes,383,1,1,8
11,mercedes,426,1,1,9
12,mercedes,451,1,1,10
13,mercedes,463,1,1,10
14,mercedes,506,1,1,11
15,mercedes,531,1,1,12
16,mercedes,574,1,1,13
17,mercedes,617,1,1,14
18,mercedes,660,1,1,15
19,mercedes,703,1,1,16
2,mercedes,83,1,1,2
3,mercedes,114,1,1,3
4,mercedes,157,1,1,4
5,mercedes,157,1,1,4
6,mercedes,188,1,1,5
7,mercedes,223,1,1,6
8,mercedes,258,1,1,7
9,mercedes,295,1,1,8
10,mercedes,335,1,1,9
11,mercedes,378,1,1,10
12,mercedes,415,1,1,11
13,mercedes,455,1,1,12
14,mercedes,498,1,1,13
15,mercedes,538,1,1,14
16,mercedes,553,1,1,14
17,mercedes,593,1,1,15
18,mercedes,636,1,1,16
19,mercedes,679,1,1,17
20,mercedes,722,1,1,18
21,mercedes,765,1,1,19
4,mercedes,136,1,1,2
5,mercedes,161,1,1,3
7,mercedes,222,1,1,4
8,mercedes,250,1,1,4
9,mercedes,287,1,1,5
10,mercedes,330,1,1,6
11,mercedes,357,1,1,6
12,mercedes,392,1,1,7
13,mercedes,435,1,1,8
14,mercedes,475,1,1,9
15,mercedes,503,1,1,9
16,mercedes,540,1,1,10
17,mercedes,575,1,1,11
18,mercedes,595,1,1,11
19,mercedes,625,1,1,11
20,mercedes,668,1,1,12
5,mercedes,153,1,1,2
6,mercedes,178,1,1,2
7,mercedes,206,1,1,2
8,mercedes,237,1,1,3
11,mercedes,310,1,1,4
12,mercedes,345,1,1,5
13,mercedes,375,1,1,5
14,mercedes,415,1,1,6
15,mercedes,452,1,1,7
16,mercedes,495,1,1,8
17,mercedes,538,1,1,9
18,mercedes,563,1,1,9
19,mercedes,585,1,1,9
20,mercedes,620,1,1,10
21,mercedes,655,1,1,11
2,mercedes,87,1,1,2
3,mercedes,130,1,1,3
4,mercedes,173,1,1,4
5,mercedes,217,1,1,5
6,mercedes,257,1,1,6
7,mercedes,295,1,1,7
8,mercedes,338,1,1,8
9,mercedes,363,1,1,8
10,mercedes,407,1,1,9
11,mercedes,409,1,1,9
12,mercedes,438,1,1,10
13,mercedes,471,1,1,10
14,mercedes,505,1,1,10
15,mercedes,527,1,1,10
16,mercedes,571,1,1,11
17,mercedes,612,1,1,12
18,mercedes,652,1,1,13
19,mercedes,695,1,1,14
20,mercedes,701,1,1,14
21,mercedes,739,1,1,15
2,mercedes,80,1,1,2
3,mercedes,121,1,1,3
4,mercedes,146,1,1,4
5,mercedes,180,1,1,4
6,mercedes,221,1,1,5
7,mercedes,264,1,1,6
8,mercedes,281,1,1,6
9,mercedes,325,1,1,7
10,mercedes,366,1,1,8
11,mercedes,391,1,1,9
12,mercedes,435,1,1,10
13,mercedes,479,1,1,11
14,mercedes,504,1,1,12
15,mercedes,533,1,1,13
16,mercedes,540,1,1,13
17,mercedes,573,1,1,13
3,mercedes,101,1,1,2
4,mercedes,141,1,1,3
11,mercedes,303,1,1,4
12,mercedes,310,1,1,4
13,mercedes,344,1,1,4
14,mercedes,362,1,1,4
15,mercedes,398,1,1,5
16,mercedes,434,1,1,6
17,mercedes,460,1,1,6
18,mercedes,478,1,1,6
19,mercedes,522,1,1,7
20,mercedes,546,1,1,8
21,mercedes,588,1,1,9
22,mercedes,614,1,1,9
